State,Agency Type,Agency,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Annual Hate crime,Population,State_Lat,State_Long
Rhode Island,Cities,Cumberland,1,0,0,0,0,0,0,0,1,0,1,35206,41.580095,-71.477429
Rhode Island,Cities,East Greenwich,0,1,0,0,0,0,0,1,0,0,1,13119,41.580095,-71.477429
Rhode Island,Cities,East Providence,0,1,0,0,0,0,0,1,0,0,1,47590,41.580095,-71.477429
Rhode Island,Cities,Johnston,1,0,0,0,0,0,0,0,1,0,1,29424,41.580095,-71.477429
Rhode Island,Cities,Pawtucket,0,0,2,0,0,0,1,1,0,0,2,72030,41.580095,-71.477429
Rhode Island,Cities,Providence,1,2,1,0,0,0,1,3,0,0,4,179762,41.580095,-71.477429
Rhode Island,Universities and Colleges,Brown University,0,0,4,0,0,0,1,0,0,3,4,10694,41.580095,-71.477429
South Carolina,Cities,Bluffton,1,1,0,0,0,0,0,1,0,1,2,24812,33.836081,-81.163725
South Carolina,Cities,Calhoun Falls,1,0,0,0,0,0,1,0,0,0,1,1912,33.836081,-81.163725
South Carolina,Cities,Charleston,1,1,2,0,0,0,2,2,0,0,4,138254,33.836081,-81.163725
South Carolina,Cities,Clio,1,0,0,0,0,0,0,0,1,0,1,660,33.836081,-81.163725
South Carolina,Cities,Darlington,0,0,1,0,0,0,1,0,0,0,1,5886,33.836081,-81.163725
South Carolina,Cities,Florence,2,0,0,0,0,0,1,0,1,0,2,37640,33.836081,-81.163725
South Carolina,Cities,Gaffney,1,0,0,0,0,0,0,1,0,0,1,12528,33.836081,-81.163725
South Carolina,Cities,Greenville,1,0,1,0,0,0,0,0,1,1,2,69830,33.836081,-81.163725
South Carolina,Cities,Hartsville,0,0,0,0,1,0,0,0,0,1,1,7524,33.836081,-81.163725
South Carolina,Cities,Inman,1,0,0,0,0,0,0,0,1,0,1,2404,33.836081,-81.163725
South Carolina,Cities,Lake View,1,0,0,0,0,0,0,0,1,,1,755,33.836081,-81.163725
South Carolina,Cities,McColl,0,0,0,0,1,0,0,1,0,0,1,1981,33.836081,-81.163725
South Carolina,Cities,Myrtle Beach,1,0,0,0,0,0,1,0,0,0,1,34860,33.836081,-81.163725
South Carolina,Cities,North Myrtle Beach,1,1,0,0,0,0,0,0,2,0,2,16942,33.836081,-81.163725
South Carolina,Cities,Pamplico,1,0,0,0,0,0,1,0,0,0,1,1221,33.836081,-81.163725
South Carolina,Cities,Rock Hill,2,0,1,1,0,0,2,0,0,2,4,75342,33.836081,-81.163725
South Carolina,Cities,Springdale,1,0,0,0,0,0,0,0,0,1,1,2753,33.836081,-81.163725
South Carolina,Cities,St. Matthews,1,0,0,0,0,0,0,1,0,0,1,1900,33.836081,-81.163725
South Carolina,Cities,Summerville,1,1,0,0,0,0,1,0,1,0,2,52886,33.836081,-81.163725
South Carolina,Cities,Williston,1,0,0,0,0,0,1,0,0,0,1,2907,33.836081,-81.163725
South Carolina,Cities,York,1,0,0,0,0,0,1,0,0,0,1,8294,33.836081,-81.163725
South Carolina,Universities and Colleges,Medical University of South Carolina,1,0,0,0,0,0,0,1,0,0,1,3421,33.836081,-81.163725
South Carolina,Universities and Colleges,The Citadel,0,0,0,0,1,0,0,0,0,1,1,4305,33.836081,-81.163725
South Carolina,Metropolitan Counties,Beaufort,1,0,0,0,0,1,1,0,0,1,2,5886,33.836081,-81.163725
South Carolina,Metropolitan Counties,Berkeley,2,9,0,0,0,0,0,1,1,9,11,5886,33.836081,-81.163725
South Carolina,Metropolitan Counties,Charleston,1,1,0,0,0,0,0,0,1,1,2,5886,33.836081,-81.163725
South Carolina,Metropolitan Counties,Greenville,1,0,0,0,0,0,0,0,1,0,1,5886,33.836081,-81.163725
South Carolina,Metropolitan Counties,Lexington,0,0,1,0,0,0,1,0,0,0,1,5886,33.836081,-81.163725
South Carolina,Metropolitan Counties,Pickens,1,0,0,0,0,0,0,0,1,0,1,5886,33.836081,-81.163725
South Carolina,Metropolitan Counties,Spartanburg,3,3,0,0,0,0,2,1,1,2,6,5886,33.836081,-81.163725
South Carolina,Nonmetropolitan Counties,Bamberg,0,2,0,0,0,0,0,0,1,1,2,5886,33.836081,-81.163725
South Carolina,Nonmetropolitan Counties,Colleton,2,0,1,0,0,0,0,2,0,1,3,5886,33.836081,-81.163725
South Carolina,Nonmetropolitan Counties,Dillon,1,0,0,0,0,0,0,0,1,0,1,5886,33.836081,-81.163725
South Carolina,Nonmetropolitan Counties,Greenwood,0,1,0,0,0,0,1,0,0,0,1,5886,33.836081,-81.163725
South Carolina,Nonmetropolitan Counties,Marlboro,1,0,0,0,0,0,0,0,1,0,1,5886,33.836081,-81.163725
South Carolina,Nonmetropolitan Counties,Orangeburg,2,0,0,0,0,0,0,0,0,2,2,5886,33.836081,-81.163725
South Dakota,Cities,Box Elder,1,0,0,0,0,0,1,0,0,0,1,10077,43.969515,-99.901813
South Dakota,Cities,Flandreau,0,1,0,0,0,0,0,0,1,0,1,2323,43.969515,-99.901813
South Dakota,Cities,Huron,1,0,0,0,0,0,1,0,0,0,1,13840,43.969515,-99.901813
South Dakota,Cities,Martin,1,0,0,0,0,0,0,0,0,1,1,1071,43.969515,-99.901813
South Dakota,Cities,Mitchell,0,0,1,0,0,0,0,1,0,0,1,15733,43.969515,-99.901813
South Dakota,Cities,Rapid City,1,0,0,0,0,0,0,1,0,0,1,76343,43.969515,-99.901813
South Dakota,Cities,Sioux Falls,3,2,2,0,0,0,1,1,2,3,7,185628,43.969515,-99.901813
South Dakota,Cities,Tea,1,0,0,0,0,0,0,0,0,1,1,5898,43.969515,-99.901813
South Dakota,Cities,Watertown,1,0,0,0,0,0,0,1,0,0,1,22233,43.969515,-99.901813
South Dakota,Metropolitan Counties,Pennington,1,0,1,0,0,0,1,1,0,0,2,13840,43.969515,-99.901813
South Dakota,Nonmetropolitan Counties,Brown,1,0,0,0,0,0,0,1,0,0,1,13840,43.969515,-99.901813
South Dakota,Nonmetropolitan Counties,Stanley,1,0,0,0,0,0,0,0,1,0,1,13840,43.969515,-99.901813
South Dakota,Nonmetropolitan Counties,Walworth,1,0,0,0,0,0,0,0,1,0,1,13840,43.969515,-99.901813
Tennessee,Cities,Centerville,1,0,0,0,0,0,0,0,1,0,1,3564,35.517491,-86.580447
Tennessee,Cities,Cleveland,7,0,0,0,0,0,2,2,2,1,7,45453,35.517491,-86.580447
Tennessee,Cities,Collierville,1,0,0,0,0,0,0,0,0,1,1,51273,35.517491,-86.580447
Tennessee,Cities,Cookeville,0,0,0,0,1,0,0,1,0,0,1,34373,35.517491,-86.580447
Tennessee,Cities,Covington,1,0,0,1,0,0,0,0,2,0,2,8755,35.517491,-86.580447
Tennessee,Cities,Goodlettsville,1,0,0,0,0,0,0,0,0,1,1,16976,35.517491,-86.580447
Tennessee,Cities,Greeneville,1,0,0,0,0,0,0,0,1,0,1,14881,35.517491,-86.580447
Tennessee,Cities,Kingsport,0,1,1,0,0,0,0,0,0,2,2,54218,35.517491,-86.580447
Tennessee,Cities,Knoxville,3,2,2,0,0,0,0,3,1,3,7,188666,35.517491,-86.580447
Tennessee,Cities,Lebanon,4,0,0,0,0,0,0,2,1,1,4,36337,35.517491,-86.580447
Tennessee,Cities,Livingston,0,1,0,0,0,0,0,1,0,0,1,4014,35.517491,-86.580447
Tennessee,Cities,Maryville,1,0,0,0,0,0,0,0,1,0,1,29415,35.517491,-86.580447
Tennessee,Cities,Memphis,4,0,1,0,0,0,0,2,1,2,5,650410,35.517491,-86.580447
Tennessee,Cities,Metropolitan Nashville Police Department,3,2,1,0,0,0,2,2,2,0,6,687361,35.517491,-86.580447
Tennessee,Cities,Milan,1,0,0,0,0,0,0,0,0,1,1,7613,35.517491,-86.580447
Tennessee,Cities,Morristown,2,0,0,0,0,0,0,0,2,0,2,30044,35.517491,-86.580447
Tennessee,Cities,Mountain City,1,0,0,0,0,0,0,1,0,0,1,2407,35.517491,-86.580447
Tennessee,Cities,Munford,0,1,0,0,0,0,1,0,0,0,1,6083,35.517491,-86.580447
Tennessee,Cities,Murfreesboro,0,0,1,0,0,0,0,1,0,0,1,145929,35.517491,-86.580447
Tennessee,Cities,Newbern,1,0,0,0,0,0,0,0,1,0,1,3312,35.517491,-86.580447
Tennessee,Cities,Pigeon Forge,2,0,0,0,0,0,0,1,1,0,2,6383,35.517491,-86.580447
Tennessee,Cities,Spring Hill,2,0,0,0,0,0,0,1,0,1,2,43303,35.517491,-86.580447
Tennessee,Cities,Springfield,1,1,0,0,0,0,0,2,0,0,2,17022,35.517491,-86.580447
Tennessee,Cities,White House,1,0,0,0,0,0,1,0,0,0,1,12822,35.517491,-86.580447
Tennessee,Universities and Colleges,Tennessee Technological University,0,0,1,0,0,0,0,1,0,0,1,11451,35.517491,-86.580447
Tennessee,Metropolitan Counties,Anderson,0,0,1,0,0,0,0,0,1,0,1,17022,35.517491,-86.580447
Tennessee,Metropolitan Counties,Blount,3,1,0,0,0,1,2,0,2,1,5,17022,35.517491,-86.580447
Tennessee,Metropolitan Counties,Bradley,2,0,1,0,0,0,0,3,0,0,3,17022,35.517491,-86.580447
Tennessee,Metropolitan Counties,Dickson,1,0,0,0,0,0,0,1,0,0,1,17022,35.517491,-86.580447
Tennessee,Metropolitan Counties,Knox,3,0,0,0,0,0,0,0,0,3,3,17022,35.517491,-86.580447
Tennessee,Metropolitan Counties,Montgomery,1,0,0,0,0,0,1,0,0,0,1,17022,35.517491,-86.580447
Tennessee,Metropolitan Counties,Roane,1,0,0,0,0,0,0,1,0,0,1,17022,35.517491,-86.580447
Tennessee,Metropolitan Counties,Sullivan,1,2,0,0,0,0,0,0,1,2,3,17022,35.517491,-86.580447
Tennessee,Metropolitan Counties,Washington,5,0,0,0,0,0,0,3,1,1,5,17022,35.517491,-86.580447
Tennessee,Nonmetropolitan Counties,DeKalb,1,0,0,0,0,0,0,1,0,0,1,17022,35.517491,-86.580447
Tennessee,Nonmetropolitan Counties,Dyer,0,1,0,0,0,0,0,0,1,0,1,17022,35.517491,-86.580447
Tennessee,Nonmetropolitan Counties,Henderson,1,0,0,0,0,0,0,0,0,1,1,17022,35.517491,-86.580447
Tennessee,Nonmetropolitan Counties,McMinn,1,0,0,0,0,0,0,1,0,0,1,17022,35.517491,-86.580447
Tennessee,Nonmetropolitan Counties,Monroe,1,0,0,0,0,0,0,0,0,1,1,17022,35.517491,-86.580447
Tennessee,Nonmetropolitan Counties,Warren,1,0,0,0,0,0,0,0,0,1,1,17022,35.517491,-86.580447
Tennessee,State Police Agencies,Department of Safety,30,0,1,0,1,0,7,12,10,3,32,17022,35.517491,-86.580447
Tennessee,Other Agencies,Tennessee Bureau of Investigation,1,0,0,0,0,0,0,0,1,0,1,17022,35.517491,-86.580447
Texas,Cities,Abilene,0,0,3,0,0,0,1,2,0,0,3,123665,31.968599,-99.901813
Texas,Cities,Addison,1,0,0,0,0,0,0,0,0,1,1,16339,31.968599,-99.901813
Texas,Cities,Alamo,3,1,0,0,0,0,1,0,0,3,4,19903,31.968599,-99.901813
Texas,Cities,Amarillo,1,0,0,0,0,0,0,1,0,0,1,201036,31.968599,-99.901813
Texas,Cities,Angleton,1,0,1,0,0,0,1,1,0,0,2,19660,31.968599,-99.901813
Texas,Cities,Arlington,14,0,2,0,0,0,2,2,8,4,16,402304,31.968599,-99.901813
Texas,Cities,Austin,5,2,3,0,0,0,3,2,3,2,10,986062,31.968599,-99.901813
Texas,Cities,Balch Springs,2,0,0,0,0,0,1,0,0,1,2,25511,31.968599,-99.901813
Texas,Cities,Beaumont,2,0,0,0,0,2,1,0,1,2,4,118562,31.968599,-99.901813
Texas,Cities,Blue Mound,1,0,0,0,0,0,0,0,0,1,1,2485,31.968599,-99.901813
Texas,Cities,Boerne,1,0,0,0,0,0,1,0,0,0,1,18135,31.968599,-99.901813
Texas,Cities,Borger,1,0,0,0,0,0,0,0,0,1,1,12536,31.968599,-99.901813
Texas,Cities,Brady,1,0,0,0,0,0,1,0,0,0,1,5288,31.968599,-99.901813
Texas,Cities,Breckenridge,1,0,0,0,0,0,0,1,0,0,1,5453,31.968599,-99.901813
Texas,Cities,Brenham,2,1,0,0,0,0,1,1,1,0,3,17375,31.968599,-99.901813
Texas,Cities,Brownwood,1,0,0,0,0,0,0,0,1,0,1,18646,31.968599,-99.901813
Texas,Cities,Burkburnett,0,1,0,0,0,0,0,0,1,0,1,11305,31.968599,-99.901813
Texas,Cities,Burleson,2,0,1,0,0,0,0,2,1,0,3,48743,31.968599,-99.901813
Texas,Cities,Carrollton,1,0,0,0,0,0,0,1,,,1,139179,31.968599,-99.901813
Texas,Cities,Cedar Park,2,1,1,1,0,0,1,2,0,2,5,80170,31.968599,-99.901813
Texas,Cities,Cleburne,1,0,0,0,0,0,0,0,0,1,1,30860,31.968599,-99.901813
Texas,Cities,College Station,1,0,0,0,0,0,1,0,0,0,1,119246,31.968599,-99.901813
Texas,Cities,Commerce,4,0,0,0,0,0,2,1,1,,4,9467,31.968599,-99.901813
Texas,Cities,Converse,0,0,1,0,0,0,0,0,0,1,1,28598,31.968599,-99.901813
Texas,Cities,Corpus Christi,1,0,0,0,0,0,0,0,1,0,1,329320,31.968599,-99.901813
Texas,Cities,Corrigan,1,2,0,0,0,0,0,2,1,0,3,1605,31.968599,-99.901813
Texas,Cities,Dallas,13,3,13,0,0,1,2,6,10,12,30,1363295,31.968599,-99.901813
Texas,Cities,Decatur,1,0,0,1,0,0,1,0,1,0,2,7116,31.968599,-99.901813
Texas,Cities,Denton,3,1,0,0,1,0,4,1,0,0,5,141492,31.968599,-99.901813
Texas,Cities,DeSoto,1,1,1,1,0,0,1,1,0,2,4,54026,31.968599,-99.901813
Texas,Cities,Dickinson,1,0,0,0,0,0,0,0,0,1,1,21101,31.968599,-99.901813
Texas,Cities,Dumas,2,0,0,0,0,0,0,0,2,0,2,14290,31.968599,-99.901813
Texas,Cities,Edcouch,18,0,0,0,0,0,11,7,,,18,3378,31.968599,-99.901813
Texas,Cities,El Campo,1,0,0,0,0,0,0,0,0,1,1,11615,31.968599,-99.901813
Texas,Cities,Elgin,3,0,0,0,0,0,0,1,1,1,3,10475,31.968599,-99.901813
Texas,Cities,El Paso,3,0,0,0,0,0,1,0,2,0,3,686793,31.968599,-99.901813
Texas,Cities,Ennis,0,1,0,0,0,1,0,0,1,1,2,20096,31.968599,-99.901813
Texas,Cities,Fate,0,0,1,0,0,0,0,0,1,0,1,15378,31.968599,-99.901813
Texas,Cities,Ferris,1,0,0,0,0,0,0,0,0,1,1,2876,31.968599,-99.901813
Texas,Cities,Floresville,3,0,0,0,0,0,2,0,1,0,3,7970,31.968599,-99.901813
Texas,Cities,Fort Worth2,8,2,5,0,0,0,2,2,5,5,14,915237,31.968599,-99.901813
Texas,Cities,Frisco,1,1,0,0,0,0,1,0,1,0,2,199445,31.968599,-99.901813
Texas,Cities,Gainesville,1,0,0,0,0,0,0,0,0,1,1,16688,31.968599,-99.901813
Texas,Cities,Garland,2,0,0,0,0,0,0,0,1,1,2,244277,31.968599,-99.901813
Texas,Cities,Gatesville,0,1,0,0,0,0,0,0,0,1,1,12311,31.968599,-99.901813
Texas,Cities,Georgetown,1,0,0,0,0,0,0,0,1,0,1,78332,31.968599,-99.901813
Texas,Cities,Giddings,1,0,0,0,0,0,,0,1,0,1,5124,31.968599,-99.901813
Texas,Cities,Gladewater,4,0,1,0,0,0,2,1,1,1,5,6349,31.968599,-99.901813
Texas,Cities,Glenn Heights,1,0,0,0,0,0,0,0,0,1,1,13520,31.968599,-99.901813
Texas,Cities,Granbury,0,1,0,0,0,0,0,0,0,1,1,10752,31.968599,-99.901813
Texas,Cities,Grapeland,0,0,0,1,0,0,0,1,0,0,1,1421,31.968599,-99.901813
Texas,Cities,Greenville,1,0,0,0,0,0,0,0,1,0,1,28613,31.968599,-99.901813
Texas,Cities,Hamilton,0,1,0,0,0,1,1,0,1,0,2,3008,31.968599,-99.901813
Texas,Cities,Harker Heights,0,0,0,0,1,0,0,0,0,1,1,32527,31.968599,-99.901813
Texas,Cities,Harlingen,0,1,1,0,0,0,0,1,1,0,2,65481,31.968599,-99.901813
Texas,Cities,Henderson,2,0,0,0,0,0,0,1,0,1,2,13226,31.968599,-99.901813
Texas,Cities,Hillsboro,1,0,0,0,0,0,0,1,0,0,1,8476,31.968599,-99.901813
Texas,Cities,Hollywood Park,1,0,1,0,0,0,0,1,0,1,2,3406,31.968599,-99.901813
Texas,Cities,Houston,13,2,9,2,0,3,5,6,9,9,29,2355606,31.968599,-99.901813
Texas,Cities,Hurst,0,0,2,0,0,0,0,0,0,2,2,39196,31.968599,-99.901813
Texas,Cities,Iowa Park,1,0,0,0,0,0,1,0,0,0,1,6369,31.968599,-99.901813
Texas,Cities,Itasca,1,0,0,0,0,0,0,0,1,0,1,1736,31.968599,-99.901813
Texas,Cities,Jacksonville,1,0,0,0,0,1,0,2,0,0,2,14969,31.968599,-99.901813
Texas,Cities,Jarrell,1,0,0,0,0,0,0,1,0,0,1,1800,31.968599,-99.901813
Texas,Cities,Kennedale,1,0,0,0,0,0,0,0,0,1,1,8792,31.968599,-99.901813
Texas,Cities,Kingsville,0,0,0,0,1,0,0,0,1,0,1,25401,31.968599,-99.901813
Texas,Cities,Kyle,0,0,1,0,0,0,0,0,0,1,1,49855,31.968599,-99.901813
Texas,Cities,Lacy-Lakeview,1,0,0,0,0,0,1,0,0,0,1,6720,31.968599,-99.901813
Texas,Cities,La Grange,0,1,0,0,0,0,0,0,0,1,1,4630,31.968599,-99.901813
Texas,Cities,Lake Dallas,0,1,0,0,0,0,0,0,0,1,1,8052,31.968599,-99.901813
Texas,Cities,Lampasas,2,0,0,0,0,0,0,1,0,1,2,8067,31.968599,-99.901813
Texas,Cities,La Porte,0,0,1,1,0,0,0,0,0,2,2,35622,31.968599,-99.901813
Texas,Cities,Laredo,1,0,0,3,1,0,1,0,0,4,5,264916,31.968599,-99.901813
Texas,Cities,League City,0,0,1,0,0,0,0,0,1,0,1,109401,31.968599,-99.901813
Texas,Cities,Levelland,1,0,0,0,0,0,1,0,0,0,1,13530,31.968599,-99.901813
Texas,Cities,Lewisville,1,0,1,0,0,0,0,0,0,2,2,108000,31.968599,-99.901813
Texas,Cities,Livingston,0,0,1,0,0,0,0,1,0,0,1,5112,31.968599,-99.901813
Texas,Cities,Longview,2,1,0,0,0,0,1,1,1,0,3,81783,31.968599,-99.901813
Texas,Cities,Lubbock,1,0,2,0,0,0,0,0,2,1,3,259208,31.968599,-99.901813
Texas,Cities,Mansfield,1,0,0,0,0,0,0,0,0,1,1,72979,31.968599,-99.901813
Texas,Cities,Marble Falls,0,0,1,0,0,0,0,1,0,0,1,7047,31.968599,-99.901813
Texas,Cities,McKinney,2,0,0,0,0,0,0,2,0,0,2,200615,31.968599,-99.901813
Texas,Cities,Mesquite,3,0,0,0,0,0,2,0,1,0,3,143078,31.968599,-99.901813
Texas,Cities,Nederland,1,0,0,0,0,0,0,0,0,1,1,17557,31.968599,-99.901813
Texas,Cities,New Braunfels,5,0,1,0,1,1,0,1,4,3,8,88706,31.968599,-99.901813
Texas,Cities,North Richland Hills,4,0,0,0,0,0,0,1,1,2,4,71816,31.968599,-99.901813
Texas,Cities,Odessa,3,0,2,1,0,0,2,0,3,0,5,123468,31.968599,-99.901813
Texas,Cities,Overton,1,1,0,0,0,0,1,0,0,1,2,2510,31.968599,-99.901813
Texas,Cities,Palestine,4,0,0,0,0,1,1,3,1,0,5,18062,31.968599,-99.901813
Texas,Cities,Pasadena,4,0,0,2,0,0,3,1,0,2,6,153689,31.968599,-99.901813
Texas,Cities,Pearland,1,0,0,0,0,0,0,1,0,0,1,126206,31.968599,-99.901813
Texas,Cities,Pflugerville,1,0,0,0,0,1,0,1,0,1,2,66729,31.968599,-99.901813
Texas,Cities,Pleasanton,2,0,0,0,0,0,0,0,0,2,2,10911,31.968599,-99.901813
Texas,Cities,Port Arthur,2,0,0,0,0,0,0,0,0,2,2,55084,31.968599,-99.901813
Texas,Cities,Port Isabel,2,0,0,0,0,0,0,1,1,0,2,5058,31.968599,-99.901813
Texas,Cities,Port Neches,0,0,0,0,0,1,0,0,1,0,1,12808,31.968599,-99.901813
Texas,Cities,Richardson,0,0,1,0,0,0,0,0,0,1,1,123893,31.968599,-99.901813
Texas,Cities,Rio Grande City,0,1,0,0,0,0,0,,1,0,1,14607,31.968599,-99.901813
Texas,Cities,Rockdale,2,0,0,0,0,0,0,1,1,0,2,5665,31.968599,-99.901813
Texas,Cities,Rockwall,3,1,0,0,0,0,0,1,1,2,4,46096,31.968599,-99.901813
Texas,Cities,Roma,1,0,0,0,0,0,0,1,0,0,1,11527,31.968599,-99.901813
Texas,Cities,Rosenberg,1,1,0,0,0,0,1,0,0,1,2,38936,31.968599,-99.901813
Texas,Cities,Rowlett,1,0,0,0,0,0,1,0,0,0,1,67604,31.968599,-99.901813
Texas,Cities,San Antonio,5,0,4,0,0,0,3,3,2,1,9,1559166,31.968599,-99.901813
Texas,Cities,San Juan,1,0,1,0,0,0,1,0,0,1,2,37542,31.968599,-99.901813
Texas,Cities,Santa Fe,0,0,1,0,0,0,0,0,0,1,1,13657,31.968599,-99.901813
Texas,Cities,Schulenburg,1,0,0,0,0,0,0,1,0,0,1,2929,31.968599,-99.901813
Texas,Cities,Silsbee,1,0,0,0,0,0,0,1,0,0,1,6650,31.968599,-99.901813
Texas,Cities,South Padre Island,0,1,0,0,0,0,0,1,0,0,1,2805,31.968599,-99.901813
Texas,Cities,Spur,2,0,0,0,0,0,0,0,0,2,2,1207,31.968599,-99.901813
Texas,Cities,Stafford,0,1,0,0,0,0,0,0,0,1,1,18380,31.968599,-99.901813
Texas,Cities,Sunset Valley,1,0,0,0,0,0,0,1,0,0,1,683,31.968599,-99.901813
Texas,Cities,Sweeny,2,0,0,0,0,0,0,0,1,1,2,3745,31.968599,-99.901813
Texas,Cities,Sweetwater,1,0,0,0,0,0,0,0,1,0,1,10467,31.968599,-99.901813
Texas,Cities,Tahoka,0,0,0,1,0,0,0,0,1,0,1,2624,31.968599,-99.901813
Texas,Cities,Tool,1,0,0,0,0,0,0,1,0,0,1,2337,31.968599,-99.901813
Texas,Cities,Tyler,0,0,0,0,0,1,0,0,0,1,1,106851,31.968599,-99.901813
Texas,Cities,University Park,1,0,0,0,0,0,1,0,0,0,1,25434,31.968599,-99.901813
Texas,Cities,Vernon,4,0,0,0,0,0,1,0,0,3,4,10312,31.968599,-99.901813
Texas,Cities,Victoria,1,0,0,0,0,0,0,0,0,1,1,67581,31.968599,-99.901813
Texas,Cities,Vidor,2,0,0,0,0,0,0,0,1,1,2,10499,31.968599,-99.901813
Texas,Cities,Waco,4,1,0,0,0,0,2,1,0,2,5,139870,31.968599,-99.901813
Texas,Cities,Wallis,1,0,0,0,0,0,0,0,0,1,1,1322,31.968599,-99.901813
Texas,Cities,Wichita Falls,1,0,0,0,0,0,0,0,1,0,1,104551,31.968599,-99.901813
Texas,Cities,Willow Park,2,0,0,0,0,0,0,0,1,1,2,5808,31.968599,-99.901813
Texas,Cities,Winters,1,0,0,0,0,0,1,0,0,0,1,2448,31.968599,-99.901813
Texas,Universities and Colleges,Houston Community College,1,0,0,0,0,0,0,0,1,0,1,82166,31.968599,-99.901813
Texas,Universities and Colleges,"Texas State University, San Marcos",2,0,0,0,0,0,0,0,2,0,2,42924,31.968599,-99.901813
Texas,Universities and Colleges,Texas Woman's University,0,0,1,0,0,0,0,0,0,1,1,18773,31.968599,-99.901813
Texas,Universities and Colleges,Tyler Junior College,2,0,0,0,0,0,0,0,0,2,2,15992,31.968599,-99.901813
Texas,Universities and Colleges,Austin,2,2,0,0,0,0,0,2,1,1,4,55097,31.968599,-99.901813
Texas,Universities and Colleges,Houston,1,0,0,0,0,0,0,0,1,0,1,6948,31.968599,-99.901813
Texas,Metropolitan Counties,Brazoria,1,0,0,0,0,0,0,0,0,1,1,18098.5,31.968599,-99.901813
Texas,Metropolitan Counties,Chambers,1,0,0,0,0,0,1,0,0,0,1,18098.5,31.968599,-99.901813
Texas,Metropolitan Counties,El Paso,1,0,0,0,0,0,0,0,1,0,1,18098.5,31.968599,-99.901813
Texas,Metropolitan Counties,Fort Bend,2,0,0,0,0,0,1,1,0,0,2,18098.5,31.968599,-99.901813
Texas,Metropolitan Counties,Galveston,0,0,0,1,0,0,1,0,,,1,18098.5,31.968599,-99.901813
Texas,Metropolitan Counties,Harris,13,2,1,0,2,1,2,5,6,6,19,18098.5,31.968599,-99.901813
Texas,Metropolitan Counties,Hudspeth,10,1,0,0,0,0,11,0,0,0,11,18098.5,31.968599,-99.901813
Texas,Metropolitan Counties,Johnson,2,0,0,0,0,0,0,1,1,0,2,18098.5,31.968599,-99.901813
Texas,Metropolitan Counties,Montgomery,1,1,0,0,0,0,2,0,0,0,2,18098.5,31.968599,-99.901813
Texas,Metropolitan Counties,Randall,0,0,1,0,0,0,0,0,0,1,1,18098.5,31.968599,-99.901813
Texas,Metropolitan Counties,Tarrant,3,0,0,0,0,0,0,0,1,2,3,18098.5,31.968599,-99.901813
Texas,Metropolitan Counties,Travis,2,0,0,0,0,0,0,0,0,2,2,18098.5,31.968599,-99.901813
Texas,Metropolitan Counties,Williamson,3,2,2,1,0,0,2,4,1,1,8,18098.5,31.968599,-99.901813
Texas,Nonmetropolitan Counties,Bailey,0,1,0,0,0,1,0,1,0,1,2,18098.5,31.968599,-99.901813
Texas,Nonmetropolitan Counties,Bee,0,0,0,1,0,0,0,0,0,1,1,18098.5,31.968599,-99.901813
Texas,Nonmetropolitan Counties,Cherokee,1,0,0,0,0,0,0,0,0,1,1,18098.5,31.968599,-99.901813
Texas,Nonmetropolitan Counties,Crockett,1,0,0,0,0,0,0,0,1,0,1,18098.5,31.968599,-99.901813
Texas,Nonmetropolitan Counties,Duval,1,0,0,0,0,0,0,1,0,0,1,18098.5,31.968599,-99.901813
Texas,Nonmetropolitan Counties,Floyd,1,0,0,0,0,0,0,0,0,1,1,18098.5,31.968599,-99.901813
Texas,Nonmetropolitan Counties,Houston,2,1,0,0,0,1,1,1,2,0,4,18098.5,31.968599,-99.901813
Texas,Nonmetropolitan Counties,Kerr,1,0,0,0,0,0,1,0,0,0,1,18098.5,31.968599,-99.901813
Texas,Nonmetropolitan Counties,Leon,2,0,0,0,0,0,0,0,1,1,2,18098.5,31.968599,-99.901813
Texas,Nonmetropolitan Counties,Llano,0,0,0,0,0,1,0,0,0,1,1,18098.5,31.968599,-99.901813
Texas,Nonmetropolitan Counties,McCulloch,1,0,0,0,0,0,0,0,1,0,1,18098.5,31.968599,-99.901813
Texas,Nonmetropolitan Counties,Nacogdoches,0,0,1,0,0,0,0,0,0,1,1,18098.5,31.968599,-99.901813
Texas,Nonmetropolitan Counties,Ward,4,0,0,0,0,0,1,2,1,0,4,18098.5,31.968599,-99.901813
Texas,Nonmetropolitan Counties,Washington,1,0,0,0,0,0,0,0,1,0,1,18098.5,31.968599,-99.901813
Texas,Other Agencies,Dallas-Fort Worth International Airport,1,1,0,0,0,0,0,0,0,1,1,18098.5,31.968599,-99.901813
Texas,Other Agencies,Independent School District: Austin,1,0,0,0,0,0,0,0,1,0,1,18098.5,31.968599,-99.901813
Texas,Other Agencies,Independent School District: Bay City,1,0,0,0,0,0,1,0,0,0,1,18098.5,31.968599,-99.901813
Texas,Other Agencies,Independent School District: Brazosport,1,0,0,0,0,0,0,1,0,0,1,18098.5,31.968599,-99.901813
Texas,Other Agencies,Independent School District: Houston,4,0,0,1,0,0,2,0,1,2,5,18098.5,31.968599,-99.901813
Texas,Other Agencies,Independent School District: Hutto,0,0,0,1,0,0,1,0,0,0,1,18098.5,31.968599,-99.901813
