State,Agency Type,Agency,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Annual Hate crime,Population,State_Lat,State_Long
Alaska,Cities,Anchorage,4,0,2,0,0,0,1,2,3,0,6,287731,63.58875,-154.493062
Alaska,Cities,Fairbanks,1,0,0,0,0,0,0,1,0,0,1,31493,63.58875,-154.493062
Alaska,Cities,Kotzebue,1,0,0,0,0,0,0,0,1,0,1,3272,63.58875,-154.493062
Alaska,Cities,North Pole,1,0,0,0,0,0,0,1,0,,1,2111,63.58875,-154.493062
Alaska,Cities,Soldotna,0,0,2,0,0,0,0,0,0,2,2,4756,63.58875,-154.493062
Arizona,Cities,Apache Junction,2,1,1,1,0,0,1,3,0,1,5,42531,34.048928,-111.093731
Arizona,Cities,Casa Grande,1,0,0,0,0,0,0,0,1,0,1,58366,34.048928,-111.093731
Arizona,Cities,Coolidge,4,0,0,0,0,0,2,2,0,0,4,13138,34.048928,-111.093731
Arizona,Cities,Flagstaff,0,1,0,0,0,0,1,0,0,0,1,75013,34.048928,-111.093731
Arizona,Cities,Gilbert,0,2,0,0,0,0,1,0,1,0,2,253619,34.048928,-111.093731
Arizona,Cities,Glendale,9,0,0,0,0,0,2,2,4,1,9,253951,34.048928,-111.093731
Arizona,Cities,Mesa,2,0,1,0,0,0,0,0,1,2,3,518160,34.048928,-111.093731
Arizona,Cities,Page,1,0,0,0,0,0,0,1,,,1,7588,34.048928,-111.093731
Arizona,Cities,Phoenix,111,20,23,0,2,3,31,43,33,44,151,1688722,34.048928,-111.093731
Arizona,Cities,San Luis,1,0,0,0,0,0,0,0,0,1,1,34192,34.048928,-111.093731
Arizona,Cities,Scottsdale,1,1,1,0,0,0,1,2,0,0,3,260464,34.048928,-111.093731
Arizona,Cities,Somerton,1,0,0,0,0,0,0,0,0,1,1,16771,34.048928,-111.093731
Arizona,Cities,Surprise,2,1,0,0,0,0,0,2,0,1,3,140962,34.048928,-111.093731
Arizona,Cities,Tempe,1,0,0,0,0,0,0,1,0,0,1,196499,34.048928,-111.093731
Arizona,Cities,Tucson,6,6,4,0,0,0,4,5,5,2,16,548374,34.048928,-111.093731
Arizona,Cities,Yuma,1,0,0,2,0,0,1,0,0,2,3,98769,34.048928,-111.093731
Arizona,Universities and Colleges,University of Arizona,0,4,0,0,0,0,1,0,1,2,4,48318,34.048928,-111.093731
Arkansas,Cities,Benton,1,0,0,0,0,0,0,0,0,1,1,37161,35.20105,-91.831833
Arkansas,Cities,Conway,1,0,0,0,0,0,0,0,1,0,1,67336,35.20105,-91.831833
Arkansas,Cities,Fort Smith,4,0,0,0,0,0,0,0,2,2,4,88041,35.20105,-91.831833
Arkansas,Cities,Searcy,1,0,0,0,0,0,0,0,0,1,1,23873,35.20105,-91.831833
Arkansas,Nonmetropolitan Counties,Logan,1,0,0,0,0,0,0,0,0,1,1,52248.5,35.20105,-91.831833
Arkansas,Nonmetropolitan Counties,Pope,0,0,1,0,0,0,0,1,0,0,1,52248.5,35.20105,-91.831833
California,Cities,Alameda,2,0,0,0,0,0,0,1,0,1,2,78907,36.778261,-119.417932
California,Cities,Antioch,2,1,1,0,0,0,0,2,1,1,4,112641,36.778261,-119.417932
California,Cities,Apple Valley,0,0,2,0,0,0,0,2,0,0,2,74051,36.778261,-119.417932
California,Cities,Arvin,0,1,0,0,0,0,0,1,0,0,1,21811,36.778261,-119.417932
California,Cities,Azusa,2,0,1,0,0,0,0,2,1,0,3,50405,36.778261,-119.417932
California,Cities,Bakersfield,1,0,1,1,0,0,1,0,1,1,3,388080,36.778261,-119.417932
California,Cities,Beaumont,1,0,0,0,0,0,0,0,1,0,1,50990,36.778261,-119.417932
California,Cities,Bell,0,0,1,0,1,0,1,1,,0,2,35759,36.778261,-119.417932
California,Cities,Bellflower,1,0,0,0,0,0,0,1,0,0,1,77196,36.778261,-119.417932
California,Cities,Bell Gardens,0,0,1,0,0,0,0,1,0,0,1,42366,36.778261,-119.417932
California,Cities,Belmont,0,0,1,0,0,1,0,0,0,2,2,27272,36.778261,-119.417932
California,Cities,Berkeley,4,2,2,0,0,0,0,2,0,6,8,122788,36.778261,-119.417932
California,Cities,Beverly Hills,1,6,2,0,0,0,2,2,2,3,9,34211,36.778261,-119.417932
California,Cities,Big Bear,1,0,0,0,0,0,0,1,0,0,1,5311,36.778261,-119.417932
California,Cities,Brea,0,1,4,0,0,0,0,4,0,1,5,44155,36.778261,-119.417932
California,Cities,Brentwood,0,4,0,0,0,0,1,0,2,1,4,65483,36.778261,-119.417932
California,Cities,Brisbane,1,0,0,0,0,0,1,0,0,0,1,4746,36.778261,-119.417932
California,Cities,Buena Park,1,0,0,0,0,0,0,1,0,0,1,82627,36.778261,-119.417932
California,Cities,Burbank,7,0,0,0,0,0,2,4,1,0,7,103738,36.778261,-119.417932
California,Cities,Camarillo,1,0,0,0,0,0,0,1,0,0,1,69628,36.778261,-119.417932
California,Cities,Capitola,0,1,0,0,0,0,0,1,0,0,1,10101,36.778261,-119.417932
California,Cities,Carlsbad,5,0,0,0,0,0,0,2,0,3,5,117220,36.778261,-119.417932
California,Cities,Cathedral City,1,0,0,0,0,0,0,0,0,1,1,55346,36.778261,-119.417932
California,Cities,Central Marin,0,1,0,0,0,0,0,0,1,0,1,34793,36.778261,-119.417932
California,Cities,Chico,2,0,0,0,0,0,0,2,0,0,2,95826,36.778261,-119.417932
California,Cities,Chino,2,1,0,0,0,0,0,0,1,2,3,93348,36.778261,-119.417932
California,Cities,Chula Vista,6,2,0,0,1,0,4,1,2,2,9,275230,36.778261,-119.417932
California,Cities,Citrus Heights,1,0,1,0,0,0,0,1,0,1,2,88496,36.778261,-119.417932
California,Cities,Claremont,1,0,1,0,0,0,0,0,1,1,2,36681,36.778261,-119.417932
California,Cities,Clearlake,2,1,0,0,0,0,2,0,1,0,3,15400,36.778261,-119.417932
California,Cities,Clovis,1,0,0,0,0,0,0,0,0,1,1,114170,36.778261,-119.417932
California,Cities,Coachella,0,0,1,0,0,0,0,1,0,0,1,46485,36.778261,-119.417932
California,Cities,Compton,1,0,0,0,0,0,1,0,0,0,1,96638,36.778261,-119.417932
California,Cities,Concord,2,0,0,0,0,0,1,0,1,0,2,130615,36.778261,-119.417932
California,Cities,Coronado,0,0,1,0,0,1,0,0,2,0,2,21115,36.778261,-119.417932
California,Cities,Costa Mesa,3,0,0,0,0,0,1,0,2,0,3,114047,36.778261,-119.417932
California,Cities,Cupertino,1,0,0,0,0,0,0,0,0,1,1,60357,36.778261,-119.417932
California,Cities,Cypress,1,0,0,0,0,0,0,0,0,1,1,49085,36.778261,-119.417932
California,Cities,Davis,0,1,0,0,0,0,0,1,0,0,1,69767,36.778261,-119.417932
California,Cities,Delano,2,0,0,0,0,0,1,0,1,0,2,53002,36.778261,-119.417932
California,Cities,Dublin,1,0,0,0,0,0,0,0,1,0,1,66072,36.778261,-119.417932
California,Cities,El Cajon,1,0,0,0,0,0,0,1,0,0,1,103686,36.778261,-119.417932
California,Cities,El Cerrito,1,0,0,0,0,0,0,0,0,1,1,25857,36.778261,-119.417932
California,Cities,Elk Grove,0,1,0,0,0,0,0,0,0,1,1,175492,36.778261,-119.417932
California,Cities,El Monte,3,0,0,0,0,0,2,1,0,0,3,115830,36.778261,-119.417932
California,Cities,El Segundo,1,0,0,0,0,0,0,0,0,1,1,16727,36.778261,-119.417932
California,Cities,Emeryville,1,0,0,0,0,0,0,1,0,0,1,12380,36.778261,-119.417932
California,Cities,Escondido,3,1,0,0,0,0,2,0,0,2,4,153215,36.778261,-119.417932
California,Cities,Eureka,1,0,1,0,0,0,1,1,0,0,2,26973,36.778261,-119.417932
California,Cities,Fairfield,1,0,1,0,0,0,2,0,0,0,2,118383,36.778261,-119.417932
California,Cities,Folsom,0,0,1,0,0,0,0,0,0,1,1,79927,36.778261,-119.417932
California,Cities,Fontana,1,0,0,0,0,0,0,0,1,0,1,215883,36.778261,-119.417932
California,Cities,Fountain Valley,1,0,0,0,0,0,0,1,0,0,1,55858,36.778261,-119.417932
California,Cities,Fremont,2,2,0,0,0,0,0,1,1,2,4,240887,36.778261,-119.417932
California,Cities,Fresno,8,2,2,0,0,2,10,2,2,,14,534285,36.778261,-119.417932
California,Cities,Fullerton,1,0,1,0,0,0,1,0,1,0,2,140194,36.778261,-119.417932
California,Cities,Galt,0,0,1,0,0,0,1,0,0,0,1,26796,36.778261,-119.417932
California,Cities,Garden Grove,1,0,1,0,0,1,0,2,0,1,3,172832,36.778261,-119.417932
California,Cities,Greenfield,1,0,0,0,0,0,,0,1,0,1,17809,36.778261,-119.417932
California,Cities,Hawthorne,2,0,2,0,1,1,0,2,2,2,6,87305,36.778261,-119.417932
California,Cities,Hayward,4,0,0,0,0,0,1,1,1,1,4,161588,36.778261,-119.417932
California,Cities,Huntington Beach,4,3,1,0,0,0,1,1,2,4,8,201843,36.778261,-119.417932
California,Cities,Huntington Park,1,0,1,0,0,0,1,1,0,0,2,58181,36.778261,-119.417932
California,Cities,Imperial,0,1,0,0,0,0,0,0,,1,1,18090,36.778261,-119.417932
California,Cities,Imperial Beach,2,2,0,0,0,0,1,0,1,2,4,27583,36.778261,-119.417932
California,Cities,Irvine,4,1,2,0,0,0,0,2,4,1,7,292673,36.778261,-119.417932
California,Cities,Laguna Woods,0,1,0,0,0,0,0,0,0,1,1,16043,36.778261,-119.417932
California,Cities,Lake Forest,0,1,0,0,0,0,0,0,1,0,1,86691,36.778261,-119.417932
California,Cities,Lancaster,7,1,1,0,0,0,1,2,5,1,9,159335,36.778261,-119.417932
California,Cities,Lemon Grove,1,0,0,0,0,0,1,0,0,0,1,27175,36.778261,-119.417932
California,Cities,Livermore,1,0,1,0,0,0,1,0,1,0,2,91418,36.778261,-119.417932
California,Cities,Long Beach,18,1,4,0,0,0,6,4,7,6,23,467974,36.778261,-119.417932
California,Cities,Los Angeles,118,81,70,2,0,14,58,77,85,64,284,4015546,36.778261,-119.417932
California,Cities,Malibu,1,0,0,0,0,0,0,0,1,0,1,12794,36.778261,-119.417932
California,Cities,Marina,1,0,0,0,0,0,0,0,0,1,1,22911,36.778261,-119.417932
California,Cities,Martinez,0,1,1,0,0,0,0,1,1,0,2,38692,36.778261,-119.417932
California,Cities,Marysville,0,1,0,0,0,0,1,0,,0,1,12572,36.778261,-119.417932
California,Cities,Mission Viejo,0,2,0,0,0,0,1,0,1,0,2,95453,36.778261,-119.417932
California,Cities,Modesto,3,0,0,0,0,0,1,2,0,0,3,216542,36.778261,-119.417932
California,Cities,Montebello,0,1,0,0,0,0,0,1,0,0,1,62650,36.778261,-119.417932
California,Cities,Monterey,0,0,1,0,0,0,0,0,0,1,1,28337,36.778261,-119.417932
California,Cities,Monterey Park,1,0,0,0,0,0,0,0,1,0,1,60424,36.778261,-119.417932
California,Cities,Moreno Valley,1,0,0,0,0,0,1,0,0,0,1,210979,36.778261,-119.417932
California,Cities,National City,1,0,0,0,0,0,0,0,0,1,1,61791,36.778261,-119.417932
California,Cities,Novato,2,0,0,0,0,0,0,0,2,0,2,56134,36.778261,-119.417932
California,Cities,Oakdale,1,0,0,0,0,0,0,0,0,1,1,23808,36.778261,-119.417932
California,Cities,Oakland,5,3,5,0,0,0,2,3,5,3,13,434036,36.778261,-119.417932
California,Cities,Oceanside,3,1,4,0,0,0,1,4,3,0,8,177129,36.778261,-119.417932
California,Cities,Ontario,1,0,0,0,0,0,0,0,1,0,1,183322,36.778261,-119.417932
California,Cities,Orange,3,0,0,0,0,0,0,0,1,2,3,139830,36.778261,-119.417932
California,Cities,Oroville,2,0,0,0,0,0,1,1,0,0,2,19268,36.778261,-119.417932
California,Cities,Oxnard,1,0,0,0,0,0,0,0,1,0,1,211349,36.778261,-119.417932
California,Cities,Pacifica,1,0,0,0,0,0,0,0,1,0,1,38938,36.778261,-119.417932
California,Cities,Palmdale,3,0,0,0,0,0,0,0,2,1,3,157138,36.778261,-119.417932
California,Cities,Palm Springs,4,2,5,0,0,0,3,4,1,3,11,48846,36.778261,-119.417932
California,Cities,Palo Alto,1,2,2,0,0,0,1,0,1,2,4,66938,36.778261,-119.417932
California,Cities,Parlier,0,0,1,0,0,0,0,0,1,0,1,15384,36.778261,-119.417932
California,Cities,Pasadena,2,2,0,0,0,0,0,1,2,1,4,141913,36.778261,-119.417932
California,Cities,Paso Robles,1,0,0,0,0,0,1,0,0,0,1,32528,36.778261,-119.417932
California,Cities,Petaluma,3,0,1,0,0,0,0,1,3,0,4,62425,36.778261,-119.417932
California,Cities,Pico Rivera,0,0,1,0,0,0,0,0,1,0,1,62880,36.778261,-119.417932
California,Cities,Pittsburg,0,1,1,1,0,0,0,1,0,2,3,73637,36.778261,-119.417932
California,Cities,Placentia,0,1,0,0,0,0,1,0,0,0,1,51756,36.778261,-119.417932
California,Cities,Pleasant Hill,1,0,0,0,0,0,0,0,0,1,1,35125,36.778261,-119.417932
California,Cities,Pomona,4,0,1,0,0,0,1,3,1,0,5,152776,36.778261,-119.417932
California,Cities,Poway,1,1,0,0,0,0,0,1,0,1,2,49928,36.778261,-119.417932
California,Cities,Rancho Cordova,1,0,0,0,0,0,1,0,0,0,1,75869,36.778261,-119.417932
California,Cities,Rancho Cucamonga,1,0,0,0,0,0,1,,0,0,1,179247,36.778261,-119.417932
California,Cities,Rancho Santa Margarita,1,0,0,0,1,0,0,0,0,2,2,48377,36.778261,-119.417932
California,Cities,Red Bluff,2,0,0,0,0,0,0,1,1,0,2,14308,36.778261,-119.417932
California,Cities,Redding,1,0,0,0,0,0,1,,,,1,92009,36.778261,-119.417932
California,Cities,Redlands,0,0,2,0,0,0,0,0,2,0,2,71941,36.778261,-119.417932
California,Cities,Redondo Beach,0,1,0,0,0,0,0,0,1,0,1,67473,36.778261,-119.417932
California,Cities,Redwood City,0,0,0,0,0,1,0,0,1,0,1,87427,36.778261,-119.417932
California,Cities,Rialto,1,0,0,0,0,0,0,0,0,1,1,103965,36.778261,-119.417932
California,Cities,Richmond,7,0,2,0,0,0,3,2,0,4,9,110988,36.778261,-119.417932
California,Cities,Ridgecrest,0,0,1,0,0,0,0,0,0,1,1,29101,36.778261,-119.417932
California,Cities,Riverside,10,1,4,0,0,0,8,3,4,0,15,333260,36.778261,-119.417932
California,Cities,Rohnert Park,1,0,0,0,0,0,0,0,1,0,1,44131,36.778261,-119.417932
California,Cities,Rosemead,1,0,0,0,0,0,1,0,0,0,1,54489,36.778261,-119.417932
California,Cities,Roseville,5,0,0,1,0,0,1,3,1,1,6,141744,36.778261,-119.417932
California,Cities,Sacramento,1,1,1,1,0,2,1,0,4,1,6,513934,36.778261,-119.417932
California,Cities,Salinas,0,0,1,0,0,0,0,1,0,0,1,156943,36.778261,-119.417932
California,Cities,San Bernardino,4,0,4,0,0,0,1,0,2,5,8,216715,36.778261,-119.417932
California,Cities,San Bruno,1,0,0,0,0,0,0,0,1,0,1,43297,36.778261,-119.417932
California,Cities,San Clemente,1,2,2,0,0,0,1,0,3,1,5,65018,36.778261,-119.417932
California,Cities,San Diego,8,11,9,1,0,1,9,8,9,4,30,1441737,36.778261,-119.417932
California,Cities,San Francisco,35,5,22,0,0,2,17,17,24,6,64,886007,36.778261,-119.417932
California,Cities,San Gabriel,2,0,0,0,0,0,0,1,1,0,2,40422,36.778261,-119.417932
California,Cities,San Jose,13,7,10,1,0,2,9,8,7,9,33,1040008,36.778261,-119.417932
California,Cities,San Leandro,0,0,2,0,0,0,1,1,0,0,2,90297,36.778261,-119.417932
California,Cities,San Luis Obispo,6,2,1,0,0,1,1,2,2,5,10,47735,36.778261,-119.417932
California,Cities,San Marcos,1,1,0,0,0,0,1,0,0,1,2,98598,36.778261,-119.417932
California,Cities,San Mateo,7,0,0,0,0,0,1,0,1,5,7,106020,36.778261,-119.417932
California,Cities,San Rafael,5,0,1,0,0,0,1,1,2,2,6,58819,36.778261,-119.417932
California,Cities,San Ramon,2,0,1,0,0,0,1,1,1,0,3,76387,36.778261,-119.417932
California,Cities,Santa Ana,3,6,2,0,0,0,2,4,3,2,11,333664,36.778261,-119.417932
California,Cities,Santa Clarita,1,1,0,0,0,0,0,1,1,0,2,218103,36.778261,-119.417932
California,Cities,Santa Cruz,1,0,1,0,0,0,1,1,0,0,2,65263,36.778261,-119.417932
California,Cities,Santa Monica,1,2,1,0,0,0,1,0,2,1,4,91621,36.778261,-119.417932
California,Cities,Santa Rosa,2,0,2,0,1,0,2,1,2,0,5,177884,36.778261,-119.417932
California,Cities,Seaside,1,1,0,0,0,0,1,1,0,0,2,34036,36.778261,-119.417932
California,Cities,South El Monte,1,0,1,0,0,0,1,1,0,0,2,20852,36.778261,-119.417932
California,Cities,South Lake Tahoe,0,1,0,0,0,0,0,1,0,0,1,22116,36.778261,-119.417932
California,Cities,Stockton,1,2,1,0,0,0,0,1,1,2,4,313604,36.778261,-119.417932
California,Cities,Sunnyvale,2,4,0,0,0,0,1,2,0,3,6,154859,36.778261,-119.417932
California,Cities,Temecula,1,0,0,0,0,0,0,0,0,1,1,116630,36.778261,-119.417932
California,Cities,Thousand Oaks,0,0,1,0,0,0,0,1,0,0,1,127811,36.778261,-119.417932
California,Cities,Torrance,1,0,1,0,0,0,0,0,2,0,2,145183,36.778261,-119.417932
California,Cities,Tracy,0,1,0,0,0,0,1,0,0,0,1,92895,36.778261,-119.417932
California,Cities,Turlock,1,1,1,0,0,0,2,0,0,1,3,74120,36.778261,-119.417932
California,Cities,Union City,6,0,0,0,0,0,5,1,0,0,6,75202,36.778261,-119.417932
California,Cities,Upland,2,0,0,0,0,0,0,0,0,2,2,77398,36.778261,-119.417932
California,Cities,Vacaville,5,0,0,0,0,0,0,3,0,2,5,101147,36.778261,-119.417932
California,Cities,Ventura,2,1,1,0,0,0,1,1,1,1,4,111596,36.778261,-119.417932
California,Cities,Walnut Creek,2,2,1,0,0,0,1,2,1,1,5,70546,36.778261,-119.417932
California,Cities,West Hollywood,0,1,0,0,0,0,1,0,0,0,1,37173,36.778261,-119.417932
California,Cities,Westminster,2,1,0,0,0,0,2,,0,1,3,91086,36.778261,-119.417932
California,Cities,Whittier,0,0,1,0,0,0,0,,0,1,1,86158,36.778261,-119.417932
California,Cities,Windsor,1,0,0,0,0,0,1,0,0,0,1,27981,36.778261,-119.417932
California,Cities,Yorba Linda,1,0,1,0,0,0,0,0,2,0,2,68225,36.778261,-119.417932
California,Cities,Yuba City,0,0,0,0,0,1,0,0,1,0,1,67164,36.778261,-119.417932
California,Cities,Yucca Valley,0,0,1,0,0,0,1,,0,0,1,21858,36.778261,-119.417932
California,Universities and Colleges,Chico,1,0,0,0,0,0,0,1,0,0,1,19754,36.778261,-119.417932
California,Universities and Colleges,East Bay,1,0,0,0,0,0,1,0,0,0,1,19613,36.778261,-119.417932
California,Universities and Colleges,Northridge,1,0,0,0,0,0,0,0,0,1,1,44639,36.778261,-119.417932
California,Universities and Colleges,Humboldt State University,7,1,0,0,0,0,1,4,0,3,8,9262,36.778261,-119.417932
California,Universities and Colleges,San Diego State University,1,0,0,0,0,0,0,1,0,0,1,37748,36.778261,-119.417932
California,Universities and Colleges,San Francisco State University,1,0,0,0,0,0,0,0,1,0,1,33506,36.778261,-119.417932
California,Universities and Colleges,Davis,4,0,0,0,0,0,0,2,1,1,4,39783,36.778261,-119.417932
California,Universities and Colleges,Irvine,1,0,0,0,0,0,0,0,0,1,1,37170,36.778261,-119.417932
California,Universities and Colleges,San Diego,0,1,1,0,0,0,1,1,0,0,2,37744,36.778261,-119.417932
California,Metropolitan Counties,Los Angeles,10,1,3,0,1,0,5,5,3,2,15,73844,36.778261,-119.417932
California,Metropolitan Counties,Marin,2,2,0,0,0,0,0,2,2,0,4,73844,36.778261,-119.417932
California,Metropolitan Counties,Merced,1,0,0,0,0,0,1,0,0,0,1,73844,36.778261,-119.417932
California,Metropolitan Counties,Monterey,1,0,0,0,0,0,0,0,1,0,1,73844,36.778261,-119.417932
California,Metropolitan Counties,Napa,1,0,1,0,0,0,0,0,2,0,2,73844,36.778261,-119.417932
California,Metropolitan Counties,Orange,6,1,1,1,0,0,1,4,2,2,9,73844,36.778261,-119.417932
California,Metropolitan Counties,Riverside,3,1,1,0,0,0,2,1,1,1,5,73844,36.778261,-119.417932
California,Metropolitan Counties,Sacramento,2,0,0,0,0,2,0,1,1,2,4,73844,36.778261,-119.417932
California,Metropolitan Counties,San Bernardino,0,0,2,0,0,0,2,,0,0,2,73844,36.778261,-119.417932
California,Metropolitan Counties,San Diego,12,4,6,1,0,1,6,7,8,3,24,73844,36.778261,-119.417932
California,Metropolitan Counties,San Luis Obispo,0,1,1,0,0,0,0,0,1,1,2,73844,36.778261,-119.417932
California,Metropolitan Counties,San Mateo,3,0,1,0,0,0,0,0,3,1,4,73844,36.778261,-119.417932
California,Metropolitan Counties,Santa Barbara,0,1,0,0,0,0,0,0,1,0,1,73844,36.778261,-119.417932
California,Metropolitan Counties,Santa Clara,4,1,0,0,0,0,1,1,2,1,5,73844,36.778261,-119.417932
California,Metropolitan Counties,Santa Cruz,6,0,1,0,0,0,2,2,1,2,7,73844,36.778261,-119.417932
California,Metropolitan Counties,Tulare,1,0,0,0,0,0,0,0,0,1,1,73844,36.778261,-119.417932
California,Nonmetropolitan Counties,Glenn,0,0,1,0,0,0,,1,0,0,1,73844,36.778261,-119.417932
California,Nonmetropolitan Counties,Mendocino,1,1,0,0,0,0,1,1,0,0,2,73844,36.778261,-119.417932
California,Nonmetropolitan Counties,Nevada,1,0,0,0,0,0,0,0,1,0,1,73844,36.778261,-119.417932
California,Nonmetropolitan Counties,Tuolumne,0,0,1,0,0,0,0,0,1,0,1,73844,36.778261,-119.417932
California,Other Agencies,Los Angeles Transportation Services Bureau,0,0,3,0,1,0,3,0,0,1,4,73844,36.778261,-119.417932
California,Other Agencies,Port of San Diego Harbor,5,0,0,0,0,0,1,,3,1,5,73844,36.778261,-119.417932
California,Other Agencies,Santa Clara Transit District,1,0,0,0,0,0,0,1,0,0,1,73844,36.778261,-119.417932
Colorado,Cities,Aurora,2,0,0,0,0,0,0,1,1,0,2,380600,39.550051,-105.782067
Colorado,Cities,Boulder,4,1,3,0,0,0,2,2,0,4,8,108519,39.550051,-105.782067
Colorado,Cities,Brighton,1,1,0,0,0,0,0,0,0,2,2,42267,39.550051,-105.782067
Colorado,Cities,Broomfield,1,0,0,0,0,0,0,0,1,0,1,70798,39.550051,-105.782067
Colorado,Cities,Canon City,1,1,0,0,0,0,1,1,0,0,2,16793,39.550051,-105.782067
Colorado,Cities,Carbondale,1,0,0,0,0,0,0,0,0,1,1,6941,39.550051,-105.782067
Colorado,Cities,Castle Rock,1,0,0,0,0,0,0,0,0,1,1,67208,39.550051,-105.782067
Colorado,Cities,Centennial,0,2,0,0,0,0,0,1,0,1,2,112129,39.550051,-105.782067
Colorado,Cities,Colorado Springs,6,2,4,0,0,0,1,3,5,3,12,479648,39.550051,-105.782067
Colorado,Cities,Commerce City,2,0,0,0,0,0,1,0,1,0,2,60198,39.550051,-105.782067
Colorado,Cities,Denver,40,15,26,2,0,2,11,39,25,10,85,728941,39.550051,-105.782067
Colorado,Cities,Durango,1,1,0,0,0,0,0,1,0,1,2,19271,39.550051,-105.782067
Colorado,Cities,Edgewater,1,0,0,0,0,0,1,0,0,0,1,5363,39.550051,-105.782067
Colorado,Cities,Englewood,2,0,0,0,0,0,1,1,0,0,2,35273,39.550051,-105.782067
Colorado,Cities,Evans,3,0,0,0,0,0,1,0,2,0,3,21585,39.550051,-105.782067
Colorado,Cities,Fort Collins,4,2,1,0,0,0,2,2,0,2,6,170889,39.550051,-105.782067
Colorado,Cities,Frisco,1,0,0,0,0,0,0,1,0,0,1,3220,39.550051,-105.782067
Colorado,Cities,Glenwood Springs,4,0,0,0,0,0,2,0,1,1,4,10027,39.550051,-105.782067
Colorado,Cities,Grand Junction,2,1,0,0,0,0,1,1,1,0,3,63949,39.550051,-105.782067
Colorado,Cities,Greenwood Village,1,0,1,0,0,0,1,1,0,0,2,16046,39.550051,-105.782067
Colorado,Cities,Hudson,0,0,1,0,0,0,1,0,0,0,1,1806,39.550051,-105.782067
Colorado,Cities,Lone Tree,1,0,0,0,0,0,0,0,1,0,1,15129,39.550051,-105.782067
Colorado,Cities,Longmont,2,0,1,1,0,0,2,1,1,0,4,97928,39.550051,-105.782067
Colorado,Cities,Loveland,1,0,0,0,0,0,1,0,0,0,1,78856,39.550051,-105.782067
Colorado,Cities,Manitou Springs,0,1,0,0,0,0,0,0,1,0,1,5388,39.550051,-105.782067
Colorado,Cities,Parker,2,1,0,0,0,0,2,1,0,0,3,57050,39.550051,-105.782067
Colorado,Cities,Pueblo,1,1,0,0,0,0,1,0,0,1,2,112381,39.550051,-105.782067
Colorado,Cities,Rifle,2,0,0,0,0,0,0,1,1,0,2,9782,39.550051,-105.782067
Colorado,Cities,Silt,1,0,0,0,0,0,1,0,0,0,1,3215,39.550051,-105.782067
Colorado,Cities,Sterling,1,0,0,0,0,0,0,0,1,0,1,13573,39.550051,-105.782067
Colorado,Cities,Thornton,3,1,2,0,0,0,0,2,1,2,5,142168,39.550051,-105.782067
Colorado,Cities,Timnath,1,0,0,0,0,0,0,1,0,0,1,5027,39.550051,-105.782067
Colorado,Cities,Westminster,3,0,1,0,0,0,0,0,3,1,4,114392,39.550051,-105.782067
Colorado,Universities and Colleges,"Colorado State University, Fort Collins",2,1,0,0,0,0,1,0,1,1,3,37676,39.550051,-105.782067
Colorado,Universities and Colleges,Fort Lewis College,1,0,0,0,0,0,0,1,0,0,1,3730,39.550051,-105.782067
Colorado,Universities and Colleges,"University of Colorado, Boulder",7,0,0,0,0,0,2,0,3,2,7,39302,39.550051,-105.782067
Colorado,Universities and Colleges,University of Northern Colorado,0,0,1,0,0,0,0,0,1,0,1,15825,39.550051,-105.782067
Colorado,Metropolitan Counties,Adams,1,0,0,1,0,0,1,0,1,0,2,37676,39.550051,-105.782067
Colorado,Metropolitan Counties,Douglas,2,2,0,2,0,0,1,1,2,2,6,37676,39.550051,-105.782067
Colorado,Metropolitan Counties,Jefferson,1,0,0,1,0,0,1,1,0,0,2,37676,39.550051,-105.782067
Colorado,Metropolitan Counties,Larimer,0,1,0,0,0,1,2,0,0,0,2,37676,39.550051,-105.782067
Colorado,Metropolitan Counties,Mesa,0,0,2,0,0,0,0,1,1,0,2,37676,39.550051,-105.782067
Colorado,Metropolitan Counties,Park,0,1,1,0,0,0,0,1,1,0,2,37676,39.550051,-105.782067
Colorado,Nonmetropolitan Counties,Bent,0,1,0,0,0,0,0,1,0,0,1,37676,39.550051,-105.782067
Colorado,Nonmetropolitan Counties,Custer,1,0,0,0,0,0,1,0,0,0,1,37676,39.550051,-105.782067
Colorado,Nonmetropolitan Counties,Fremont,1,0,1,0,0,0,0,1,1,0,2,37676,39.550051,-105.782067
Colorado,Nonmetropolitan Counties,Garfield,1,0,0,0,0,2,1,1,1,0,3,37676,39.550051,-105.782067
Colorado,Nonmetropolitan Counties,Huerfano,2,0,1,0,0,0,1,1,1,0,3,37676,39.550051,-105.782067
Colorado,Nonmetropolitan Counties,San Miguel,1,0,0,0,0,0,0,0,1,0,1,37676,39.550051,-105.782067
Colorado,Nonmetropolitan Counties,Summit,1,0,1,0,0,0,1,0,1,0,2,37676,39.550051,-105.782067
Connecticut,Cities,Bloomfield,0,1,0,0,0,0,0,0,1,0,1,21406,41.603221,-73.087749
Connecticut,Cities,Bridgeport,1,1,1,0,0,0,1,2,0,0,3,144908,41.603221,-73.087749
Connecticut,Cities,Bristol,1,0,0,0,0,0,1,0,0,0,1,59977,41.603221,-73.087749
Connecticut,Cities,Cheshire,0,1,0,0,0,0,0,1,0,0,1,29167,41.603221,-73.087749
